UniqueCarrier,FlightNum,Origin,Dest,Distance,DayOfWeek,DayofMonth,Month,Year,CRSElapsedTime,ActualElapsedTime,ArrDelay,DepDelay,TaxiIn,TaxiOut,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
OH,5573,BOS,SDF,829,1,5,5,2008,168,165,162,165,7,22,162,0,0,0,0
AS,576,SFO,LAX,337,7,30,7,2006,85,84,20,21,8,14,0,0,20,0,0
OH,5536,CLT,LGA,544,7,18,2,2007,131,120,16,27,7,26,0,0,0,0,16
UA,437,DEN,ABQ,349,5,6,5,2005,72,73,146,145,5,12,19,0,1,0,126
WN,313,LAS,OAK,407,5,18,2,2005,85,82,152,155,4,20,14,0,0,0,138
XE,2898,EWR,ROC,246,5,1,2,2008,92,107,58,43,10,41,43,0,15,0,0
AA,429,ORD,SFO,1846,5,17,11,2006,285,264,52,73,2,8,0,0,51,0,1
XE,2726,IAH,BTR,253,5,1,7,2005,68,102,276,242,4,54,0,242,34,0,0
XE,2188,SYR,EWR,194,3,31,1,2007,64,62,62,64,4,8,62,0,0,0,0
WN,303,SAT,BWI,1407,5,12,9,2008,200,194,47,53,4,12,2,0,0,0,45
DL,1826,HNL,SLC,2994,3,13,6,2007,365,385,27,7,8,28,7,0,20,0,0
MQ,4382,CLE,ORD,316,3,7,1,2004,83,91,121,113,7,21,113,0,8,0,0
MQ,3909,TYS,ORD,475,7,21,1,2007,105,169,60,-4,87,9,0,0,60,0,0
NW,555,MSP,DEN,680,5,29,12,2006,119,155,116,80,15,29,0,80,36,0,0
YV,7205,GRB,ORD,174,7,25,6,2006,61,50,66,77,4,6,0,0,0,0,66
US,47,CLT,LAX,2125,5,27,2,2004,329,312,46,63,9,14,0,46,0,0,0
WN,2525,HOU,ELP,677,1,19,6,2006,110,100,40,50,5,5,0,8,0,0,32
UA,1195,PIT,DEN,1290,1,4,2,2008,226,262,65,29,7,26,29,0,36,0,0
NW,1283,MDW,MSP,349,3,11,4,2007,89,115,72,46,4,48,8,0,26,0,38
WN,471,PHX,ONT,325,5,17,3,2006,70,71,19,18,5,14,18,0,1,0,0
WN,1438,MCO,CMH,802,5,24,8,2007,130,120,81,91,3,11,0,0,0,0,81
US,365,RDU,PHX,1891,6,11,8,2007,278,299,20,-1,32,22,0,0,20,0,0
UA,1499,ORD,PHX,1440,3,18,8,2004,219,282,67,4,5,71,0,0,67,0,0
OO,6469,SLC,LAX,590,5,6,4,2007,117,100,37,54,5,8,0,0,0,0,37
AA,2333,ORD,DFW,802,3,13,9,2006,145,138,83,90,8,17,0,0,0,0,83
OO,6919,ORD,XNA,522,4,10,3,2005,111,119,116,108,6,33,116,0,0,0,0
UA,691,LGA,ORD,733,2,29,4,2008,162,157,40,45,11,28,0,0,0,0,40
WN,1049,BNA,BWI,588,5,26,12,2008,95,99,59,55,6,20,6,0,4,0,49
AA,1499,DFW,MCI,460,4,5,6,2003,86,92,17,11,4,18,0,11,6,0,0
AA,1927,ORD,DEN,888,1,21,5,2007,155,189,44,10,9,19,0,0,44,0,0
OO,3911,SLC,COS,410,7,31,7,2005,89,85,42,46,7,12,0,0,0,0,42
EV,4912,TYS,TPA,547,2,17,5,2005,100,89,20,31,3,9,20,0,0,0,0
OH,5267,CVG,RIC,413,4,28,10,2004,78,73,17,22,5,9,17,0,0,0,0
CO,1690,IAH,MIA,964,7,4,2,2007,147,235,86,-2,7,15,0,0,86,0,0
AA,1258,ORD,TPA,1012,5,8,12,2006,155,139,46,62,4,12,36,0,0,0,10
AA,766,LAS,DFW,1055,4,11,12,2003,152,150,35,37,11,19,14,0,0,0,21
AS,11,EWR,SEA,2401,4,15,2,2007,378,370,27,35,3,34,0,27,0,0,0
CO,220,IND,EWR,644,7,1,6,2003,126,125,68,69,10,19,0,0,68,0,0
NW,1743,DTW,BNA,457,6,30,6,2007,98,102,43,39,7,23,31,0,4,0,8
DL,794,ATL,ORD,606,3,9,7,2008,123,174,110,59,9,80,0,0,51,0,59
OO,6861,LNK,ORD,466,6,17,1,2004,90,84,135,141,5,14,0,0,135,0,0
US,140,PHX,ANC,2551,1,25,2,2008,363,376,19,6,8,32,6,0,13,0,0
FL,771,ATL,LAS,1747,1,2,6,2008,266,261,41,46,7,13,0,0,0,0,41
OH,5259,RIC,LGA,292,6,28,1,2006,83,128,45,0,12,70,0,0,45,0,0
UA,673,LGA,ORD,733,1,30,4,2007,154,173,16,-3,5,41,0,0,16,0,0
AA,352,MSP,ORD,334,5,6,6,2008,85,91,314,308,10,25,0,0,69,0,245
US,488,PHX,DEN,602,2,9,12,2008,106,130,19,-5,7,15,0,0,19,0,0
CO,1743,SFO,IAH,1635,3,21,5,2008,211,216,16,11,6,16,11,0,5,0,0
B6,382,FLL,LGA,1076,4,2,3,2006,175,167,99,107,15,14,0,0,23,0,76
FL,685,SRQ,ATL,445,1,15,12,2008,94,95,317,316,11,9,0,0,1,0,316
DL,1717,GSO,ATL,306,3,17,3,2004,85,86,17,16,8,9,16,0,1,0,0
F9,376,MKE,DEN,895,7,5,2,2006,155,144,99,110,10,14,99,0,0,0,0
WN,1257,LAX,SJC,308,3,10,8,2005,60,58,88,90,3,8,44,0,0,0,44
UA,623,DCA,ORD,612,3,25,8,2004,135,122,124,137,3,29,0,0,124,0,0
DL,1010,ATL,EWR,745,1,29,1,2007,123,133,19,9,7,28,9,0,10,0,0
EV,4642,ATL,CHO,457,6,3,7,2004,91,106,19,4,2,39,0,0,19,0,0
DL,1166,ATL,IAD,533,3,4,4,2007,106,108,47,45,8,26,0,0,2,0,45
EV,4753,IAH,CVG,871,5,23,3,2007,145,154,122,113,27,11,113,0,9,0,0
XE,2267,EWR,BUF,282,5,17,6,2005,86,79,82,89,3,26,0,0,5,0,77
AA,926,MIA,BNA,806,6,11,3,2006,137,140,102,99,6,22,99,0,3,0,0
AA,1759,AUS,SEA,1770,2,8,7,2008,250,257,88,81,13,10,81,0,7,0,0
UA,441,DEN,LAX,862,2,12,10,2004,149,128,62,83,7,13,4,0,0,0,58
XE,2128,IAH,ORD,925,5,6,4,2007,154,155,19,18,3,21,5,0,1,0,13
MQ,3835,DFW,BUF,1212,2,1,11,2005,166,175,25,16,6,26,0,0,9,0,16
US,2188,DCA,LGA,214,1,13,8,2007,67,52,36,51,4,9,36,0,0,0,0
NW,262,PHX,DTW,1671,1,9,7,2007,238,240,74,72,11,22,0,0,2,0,72
AA,419,ORD,ELP,1236,3,12,12,2007,200,211,71,60,2,13,5,0,11,0,55
WN,248,SMF,BUR,358,5,8,8,2003,65,70,20,15,2,14,0,0,5,0,15
OH,5239,CVG,PHL,507,7,19,12,2004,98,114,16,0,9,32,0,0,16,0,0
OO,6262,MFR,SFO,329,1,2,5,2005,98,89,40,49,7,7,40,0,0,0,0
WN,3395,SAN,SFO,447,1,12,5,2008,85,89,23,19,4,16,0,0,4,0,19
CO,178,SAT,IAH,191,6,26,8,2006,64,60,62,66,7,15,0,62,0,0,0
FL,477,BWI,MCO,787,5,1,4,2005,138,145,24,17,8,13,0,0,7,0,17
OH,5026,FLL,TLH,393,5,12,3,2004,95,112,17,0,4,46,0,0,17,0,0
US,568,RSW,CLT,600,2,2,3,2004,111,124,20,7,4,33,7,0,13,0,0
WN,915,LAS,MAF,796,6,13,10,2007,120,117,24,27,2,17,4,0,0,0,20
OO,6736,DEN,RAP,301,7,30,7,2006,63,56,57,64,3,8,57,0,0,0,0
CO,470,EWR,SJU,1608,3,21,6,2006,235,268,52,19,8,51,19,0,33,0,0
FL,615,GSO,ATL,306,6,21,8,2004,75,68,58,65,8,8,0,0,0,0,58
XE,2905,BRO,IAH,308,5,21,4,2006,75,99,20,-4,36,13,0,0,20,0,0
CO,1802,EWR,LAX,2454,4,17,8,2006,360,351,48,57,9,48,22,0,0,0,26
MQ,3548,LIT,DFW,304,4,18,5,2006,72,94,68,46,10,36,46,0,22,0,0
DL,889,PIT,ATL,526,7,12,2,2006,109,130,17,-4,7,45,0,0,17,0,0
MQ,4064,ORD,CMH,296,4,23,9,2004,78,128,48,-2,4,75,0,0,48,0,0
WN,628,TPA,MDW,997,4,21,2,2008,165,163,85,87,5,11,0,0,0,0,85
UA,651,EWR,ORD,719,5,15,2,2008,166,155,139,150,2,27,0,0,0,0,139
UA,435,PHL,DEN,1557,3,21,5,2008,239,241,32,30,6,18,30,0,2,0,0
DL,1637,IAD,ATL,533,5,21,11,2008,114,116,16,14,8,25,9,0,2,0,5
NW,399,MSP,SMF,1518,6,1,12,2007,226,269,94,51,5,43,51,0,43,0,0
9E,4755,RSW,IND,946,7,24,2,2008,170,197,24,-3,10,48,0,0,24,0,0
AA,503,EWR,DFW,1372,1,2,6,2003,236,214,84,106,12,19,74,0,0,0,10
US,1539,BOS,PIT,496,1,5,3,2007,110,126,48,32,5,28,8,0,16,0,24
NW,754,MSP,DTW,528,1,8,8,2005,110,134,64,40,30,25,0,21,24,0,19
US,520,DEN,PHX,602,1,29,1,2007,105,104,16,17,5,12,16,0,0,0,0
NW,446,MSP,MEM,700,7,11,7,2004,117,136,46,27,10,15,27,0,19,0,0
FL,472,MCO,BWI,787,1,20,12,2004,127,130,28,25,7,11,25,0,3,0,0
OO,3996,SLC,IDA,188,3,26,9,2007,61,80,19,0,6,41,19,0,0,0,0
EV,4437,JFK,ATL,760,4,7,4,2005,163,170,87,80,5,12,0,0,87,0,0
OH,5665,SDF,ATL,321,6,14,8,2004,89,94,35,30,9,25,30,0,5,0,0
WN,2484,LAX,PHX,370,7,20,6,2004,75,70,30,35,5,10,0,0,0,0,30
YV,2781,COS,PHX,551,1,16,7,2007,109,111,43,41,12,19,43,0,0,0,0
DL,1620,ATL,CLT,227,6,9,8,2003,61,63,60,58,7,13,58,0,2,0,0
US,399,LAS,DFW,1055,7,15,7,2007,160,146,37,51,4,14,0,0,0,0,37
FL,623,MCO,PHL,861,5,7,3,2008,144,141,167,170,10,17,0,0,0,0,167
AA,662,ORD,AUS,978,4,30,6,2005,150,155,20,15,5,22,7,0,5,0,8
US,619,PIT,FLL,994,1,7,2,2005,158,174,27,11,4,15,11,0,16,0,0
US,1402,PHL,BOS,280,2,2,11,2004,76,91,54,39,5,29,2,0,15,0,37
CO,1011,EWR,IAH,1400,3,16,3,2005,249,272,22,-1,7,37,0,0,22,0,0
MQ,4903,LGA,PIT,335,3,23,5,2007,95,98,16,13,4,42,0,0,3,0,13
WN,803,PIT,PHL,267,6,19,8,2006,70,84,48,34,12,31,0,0,14,0,34
FL,823,BWI,BOS,370,2,20,11,2007,80,99,47,28,9,11,0,0,47,0,0
AA,2453,DFW,LAX,1235,4,27,9,2007,195,190,24,29,5,16,24,0,0,0,0
WN,1939,SJC,BUR,296,4,17,8,2006,60,68,47,39,3,18,0,0,8,0,39
MQ,3267,DFW,ILE,130,6,14,2,2004,59,53,59,65,2,18,0,59,0,0,0
EV,4713,JAN,DFW,408,4,26,2,2004,97,75,77,99,8,8,0,77,0,0,0
US,1464,BOS,CLT,728,1,28,3,2005,136,177,119,78,7,8,27,0,41,0,51
US,1697,DCA,IAH,1208,3,7,12,2005,194,243,49,0,2,11,0,0,49,0,0
DH,6138,CHA,CVG,278,6,9,8,2003,75,112,31,-6,3,25,0,0,31,0,0
MQ,4443,ATL,ORD,606,1,7,2,2005,134,127,36,43,13,23,13,0,0,0,23
OO,6397,ONT,SFO,363,7,20,1,2008,80,82,105,103,4,13,105,0,0,0,0
F9,424,DEN,ATL,1199,5,5,1,2007,175,170,24,29,10,18,0,0,8,0,16
EV,4900,AUS,SLC,1085,6,18,6,2005,163,154,34,43,5,16,0,0,0,0,34
F9,353,TPA,DEN,1506,4,29,12,2005,240,264,26,2,9,8,2,0,24,0,0
MQ,4217,ORD,CMH,296,4,7,6,2007,75,84,78,69,5,31,51,0,9,0,18
NW,1610,FCA,MSP,1026,1,29,12,2003,159,145,34,48,11,9,1,0,0,0,33
WN,791,MDW,IND,162,1,25,7,2005,50,52,17,15,7,10,15,0,2,0,0
WN,221,MDW,CLE,307,2,27,7,2004,60,78,18,0,3,18,0,0,18,0,0
NW,777,MSP,LAS,1300,2,27,11,2007,201,230,32,3,6,26,0,0,32,0,0
9E,4730,CVG,MSP,596,5,7,9,2007,130,132,21,19,5,25,0,0,2,0,19
XE,2858,LRD,IAH,301,6,13,12,2008,75,105,29,-1,9,50,0,0,29,0,0
WN,578,BDL,BWI,283,4,15,3,2007,65,77,171,159,4,12,0,0,24,0,147
FL,312,ATL,CLT,227,2,12,6,2007,71,111,57,17,10,49,17,0,40,0,0
AA,1216,ORD,BDL,783,6,15,5,2004,126,115,33,44,3,10,33,0,0,0,0
EV,4968,PHF,ATL,508,1,1,12,2008,116,110,175,181,6,9,6,0,0,0,169
DL,305,ATL,SFO,2139,2,9,12,2003,324,339,17,2,8,25,0,0,17,0,0
DL,147,EWR,ATL,745,3,25,6,2008,160,142,131,149,8,36,0,0,0,0,131
DL,2097,JFK,FLL,1069,3,23,3,2005,180,207,27,0,6,16,0,0,27,0,0
MQ,4209,ORD,IND,177,5,13,6,2003,61,51,98,108,5,16,0,0,0,0,98
NW,257,DTW,PHX,1671,3,16,2,2005,262,294,39,7,3,24,7,0,32,0,0
YV,2654,CLT,IAD,321,7,7,12,2008,82,100,38,20,9,38,38,0,0,0,0
B6,170,SJC,JFK,2569,5,8,6,2007,520,600,177,97,23,96,0,0,129,0,48
XE,2602,EWR,BWI,169,4,9,3,2006,75,94,37,18,6,50,1,0,19,0,17
OH,5600,JFK,PNS,1028,5,22,4,2005,160,201,51,10,5,33,0,10,41,0,0
US,788,PHL,LAS,2176,7,7,10,2007,327,331,15,11,6,27,11,0,4,0,0
EV,4318,ATL,PHF,508,3,15,10,2003,110,118,69,61,4,43,61,0,8,0,0
UA,1189,ATL,DEN,1199,4,12,10,2006,193,217,21,-3,7,35,0,0,21,0,0
WN,802,FLL,TPA,197,7,2,4,2006,60,53,18,25,3,10,4,0,0,0,14
OO,6107,DEN,ABQ,349,3,13,6,2007,75,71,16,20,3,16,16,0,0,0,0
DL,1130,SJC,SLC,585,3,23,7,2003,102,122,20,0,9,19,0,0,20,0,0
MQ,3781,DFW,GRR,931,6,19,6,2004,141,137,76,80,4,20,0,42,0,0,34
EV,4793,SBN,ATL,566,3,13,2,2008,127,124,18,21,19,8,18,0,0,0,0
EV,4838,JFK,ATL,760,2,13,2,2007,165,168,57,54,17,29,0,54,3,0,0
US,834,CLT,BNA,329,6,1,3,2008,89,94,28,23,6,25,23,0,5,0,0
AA,1224,TUS,DFW,813,7,23,3,2008,125,129,20,16,15,9,0,0,4,0,16
WN,486,STL,CMH,410,5,28,3,2008,75,68,17,24,4,6,3,0,0,0,14
AA,1736,SJU,MIA,1045,3,21,5,2008,160,151,93,102,6,12,0,0,0,0,93
AA,119,EWR,LAX,2454,5,22,6,2007,360,367,56,49,18,34,30,0,7,0,19
EV,4389,ATL,LIT,453,1,26,11,2007,99,112,68,55,6,31,0,0,68,0,0
XE,3125,EWR,SAV,708,5,11,4,2008,157,140,58,75,7,24,58,0,0,0,0
MQ,3541,DFW,BTR,383,5,14,1,2005,79,65,42,56,3,8,32,0,0,0,10
XE,2117,IAH,SDF,788,7,13,3,2005,132,121,87,98,4,16,87,0,0,0,0
OO,6394,PDX,SFO,550,6,17,12,2005,102,98,39,43,3,9,39,0,0,0,0
AA,804,FLL,LGA,1076,1,2,2,2004,167,164,24,27,9,26,24,0,0,0,0
OH,5415,MCO,BNA,616,4,23,9,2004,112,127,15,0,5,25,0,0,15,0,0
AA,1606,ORD,IND,177,7,31,7,2005,59,50,33,42,5,14,8,0,0,0,25
XE,2690,BUF,CLE,192,4,13,10,2005,65,57,16,24,7,11,1,0,0,0,15
US,2123,BOS,LGA,185,1,1,9,2008,71,63,51,59,9,14,51,0,0,0,0
FL,392,RSW,IND,946,7,21,12,2008,152,154,48,46,7,11,0,0,2,0,46
EV,4499,ATL,GSO,306,4,16,8,2007,76,91,42,27,5,32,0,0,15,0,27
OH,5295,BUF,JFK,301,7,2,12,2007,93,135,42,0,22,58,0,0,42,0,0
TZ,4674,MSP,MDW,349,2,8,11,2005,89,92,18,15,4,29,0,0,3,0,15
DL,926,LAS,CVG,1678,7,20,11,2005,226,249,15,-8,7,32,0,0,15,0,0
MQ,4270,ORF,ORD,717,2,4,11,2003,133,145,67,55,13,26,0,0,12,0,55
AA,1856,DFW,MCO,984,1,29,12,2008,140,140,16,16,6,11,16,0,0,0,0
CO,472,EWR,SJU,1608,1,3,9,2007,228,225,19,22,6,24,19,0,0,0,0
US,2160,DCA,LGA,214,2,7,10,2008,79,134,51,-4,5,83,0,0,51,0,0
XE,2464,BDL,CLE,475,5,4,1,2008,113,106,18,25,5,8,2,0,0,0,16
AA,657,DFW,ABQ,569,7,20,8,2006,103,93,51,61,5,11,0,0,0,0,51
UA,694,DEN,OKC,495,7,10,8,2008,92,105,46,33,3,34,33,0,13,0,0
CO,1195,BOS,EWR,200,4,13,7,2006,87,113,67,41,16,27,0,0,26,0,41
CO,1095,IAH,LAX,1379,7,23,4,2006,212,225,22,9,9,32,0,0,13,9,0
UA,129,ORD,LAX,1745,3,23,8,2006,260,288,28,0,12,59,0,0,28,0,0
NW,203,ATL,MEM,332,3,11,4,2007,83,118,26,-9,6,23,0,0,26,0,0
DL,567,BWI,SLC,1864,2,3,1,2006,296,307,27,16,7,27,10,0,11,0,6
US,1037,PHL,IND,587,5,11,6,2004,118,135,40,23,7,40,2,0,17,0,21
WN,733,SAN,SMF,480,2,25,5,2004,90,80,19,29,3,8,0,0,0,0,19
NW,1815,HPN,DTW,505,5,14,5,2004,109,182,89,16,9,95,0,0,73,0,16
MQ,4145,MIA,IND,1021,2,17,7,2007,165,159,54,60,10,10,54,0,0,0,0
YV,2884,PHX,IAH,1009,2,11,11,2008,155,152,36,39,9,14,36,0,0,0,0
EV,4216,JAN,ATL,341,2,14,12,2004,75,94,19,0,14,9,0,0,19,0,0
WN,3926,SFO,SAN,447,5,28,12,2007,90,73,110,127,3,12,0,0,0,0,110
XE,2163,ORD,CLE,316,5,9,3,2007,68,71,51,48,6,17,0,0,3,0,48
NW,744,MSP,DTW,528,1,1,12,2003,105,123,16,-2,10,50,0,0,16,0,0
MQ,3482,MAF,DFW,309,5,9,11,2007,65,71,26,20,7,11,20,0,6,0,0
WN,412,MCI,MDW,405,1,25,7,2005,75,85,240,230,5,20,0,230,10,0,0
AA,2091,DFW,OMA,583,4,29,3,2007,105,89,184,200,3,10,143,16,0,0,25
EV,4434,LAX,SLC,590,1,31,7,2006,111,96,21,36,8,14,0,0,0,0,21
NW,239,DTW,GRR,120,6,5,8,2006,43,39,23,27,3,13,0,10,0,0,13
OO,6682,SBA,DEN,916,1,16,4,2007,136,153,18,1,8,19,18,0,0,0,0
OH,5349,CVG,SDF,83,3,5,3,2008,42,55,23,10,8,22,10,0,13,0,0
US,544,PHX,DFW,868,5,26,1,2007,131,144,19,6,8,19,6,0,13,0,0
US,388,DFW,PHL,1302,1,30,8,2004,203,265,86,24,42,40,0,0,86,0,0
DL,1462,ATL,DEN,1199,7,24,4,2005,192,197,30,25,7,16,25,0,5,0,0
US,207,CLT,EWR,529,1,15,8,2005,109,101,21,29,5,20,0,0,21,0,0
UA,206,DEN,ORD,888,7,27,8,2006,141,131,39,49,8,17,0,0,0,0,39
HP,849,LAS,RDU,2027,5,15,4,2005,256,279,41,18,5,25,18,0,23,0,0
NW,1129,BUF,DTW,240,6,10,1,2004,79,93,81,67,11,38,67,0,14,0,0
XE,2755,STL,IAH,668,1,22,5,2006,125,124,45,46,8,23,45,0,0,0,0
UA,328,SJC,DEN,948,4,20,10,2005,145,165,17,-3,26,13,0,0,17,0,0
DL,1589,ATL,HOU,696,6,5,8,2006,125,129,16,12,5,21,0,1,4,0,11
WN,1242,RDU,PHL,336,7,1,7,2007,80,90,20,10,32,7,9,0,10,0,1
UA,1028,MSY,DEN,1062,7,11,3,2007,176,188,47,35,10,12,17,0,12,0,18
WN,470,JAN,BWI,888,3,23,11,2005,130,135,19,14,4,10,0,0,5,0,14
HA,11,SFO,HNL,2398,7,28,10,2007,130,162,832,800,6,33,800,0,0,0,32
AA,7,DFW,OGG,3711,1,12,2,2007,515,525,67,57,4,39,57,0,10,0,0
UA,363,IAD,ORD,589,5,30,7,2004,121,108,135,148,3,17,0,0,0,0,135
US,723,PHL,LAS,2176,2,17,10,2006,320,356,33,-3,8,30,0,0,33,0,0
MQ,3455,DFW,AMA,313,6,11,8,2007,65,68,46,43,7,16,22,0,3,0,21
WN,2643,DAL,LIT,296,4,12,6,2008,60,54,15,21,3,7,15,0,0,0,0
WN,2074,LAS,MCI,1140,7,13,11,2005,165,154,20,31,4,14,3,0,0,0,17
DL,1960,DCA,LGA,214,2,14,6,2005,63,62,35,36,8,16,15,0,0,0,20
B6,437,BOS,MCO,1121,4,27,10,2005,190,205,32,17,6,28,6,0,15,0,11
OH,5440,CVG,BWI,430,4,4,1,2007,88,74,26,40,5,9,26,0,0,0,0
DL,458,ATL,EWR,745,1,15,12,2003,119,131,15,3,7,15,0,0,15,0,0
DL,2457,IAD,MCO,758,4,22,1,2004,138,127,29,40,5,15,0,0,29,0,0
UA,248,ORD,DTW,235,1,2,6,2008,78,70,38,46,8,18,0,0,0,0,38
MQ,3667,DFW,MAF,309,2,13,3,2007,75,98,22,-1,2,26,0,0,22,0,0
WN,35,DAL,HOU,239,2,13,12,2005,60,55,30,35,5,9,30,0,0,0,0
MQ,3966,ORD,CID,196,6,6,12,2008,65,90,27,2,5,48,0,0,27,0,0
OH,5814,ISP,CVG,626,1,19,4,2004,141,152,21,10,3,20,10,0,11,0,0
WN,2146,DAL,AMA,324,6,15,3,2008,70,90,19,-1,22,9,0,0,19,0,0
DL,1601,ATL,LGA,761,4,20,4,2006,143,137,15,21,10,25,14,0,0,0,1
WN,2222,MDW,IND,162,1,24,5,2004,55,67,94,82,8,28,0,0,12,0,82
DL,844,ATL,ALB,852,7,22,8,2004,132,139,30,23,5,23,0,0,8,0,22
OO,6854,MBS,ORD,222,4,8,12,2005,76,112,148,112,21,16,0,0,148,0,0
CO,175,CLE,TPA,927,2,1,1,2008,154,199,42,-3,5,47,0,0,42,0,0
EV,4362,STL,ATL,483,4,22,12,2005,93,82,25,36,5,12,0,0,0,0,25
YV,7427,ORD,MDT,594,7,13,5,2007,106,117,15,4,5,28,15,0,0,0,0
NW,973,EWR,MSP,1008,7,21,8,2005,173,182,31,22,14,17,22,0,9,0,0
FL,56,LAX,ATL,1946,1,26,11,2007,260,264,23,19,23,12,0,0,4,0,19
MQ,4197,CLT,ORD,599,3,8,11,2006,135,157,17,-5,3,43,0,0,17,0,0
XE,2287,MEM,IAH,469,3,20,8,2008,108,109,80,79,19,16,0,0,1,0,79
DL,1170,ATL,PBI,545,4,23,12,2004,101,99,18,20,6,22,7,0,0,0,11
HP,559,LAS,MIA,2175,4,21,10,2004,277,286,21,12,9,34,10,0,9,0,2
WN,106,DTW,MDW,229,7,27,6,2004,65,70,20,15,5,20,3,0,5,0,12
WN,165,BWI,ABQ,1670,6,31,5,2008,245,266,20,-1,4,12,0,0,20,0,0
CO,1869,JAX,IAH,817,6,4,2,2006,142,169,25,-2,3,35,0,0,25,0,0
WN,474,SJC,BUR,296,5,12,8,2005,60,57,37,40,3,10,37,0,0,0,0
NW,658,DTW,MCI,629,2,12,8,2008,119,113,35,41,9,12,35,0,0,0,0
UA,703,SEA,LAX,954,7,2,12,2007,152,139,48,61,11,12,0,0,0,0,48
YV,7153,RDU,ORD,647,6,21,4,2007,140,122,48,66,5,14,48,0,0,0,0
DL,705,ATL,SLC,1589,6,31,7,2004,229,246,65,48,6,22,16,0,17,0,32
DL,820,DCA,JFK,213,4,27,10,2005,81,92,15,4,7,41,0,0,15,0,0
B6,1610,JFK,PWM,274,1,18,6,2007,106,92,32,46,3,36,1,0,0,0,31
DH,7362,CHS,IAD,441,6,3,1,2004,84,89,21,16,3,19,0,0,4,0,17
US,1614,CLT,ROC,573,2,6,11,2007,103,111,28,20,7,22,20,0,8,0,0
WN,839,SJC,SNA,342,5,27,4,2007,75,70,105,110,6,7,94,0,0,0,11
UA,1135,IAD,DEN,1452,1,4,8,2003,211,209,182,184,7,19,0,0,0,0,182
NW,844,ANC,MSP,2518,7,21,9,2008,312,337,23,-2,9,16,0,0,23,0,0
TZ,926,SEA,MDW,1733,7,15,2,2004,231,229,24,26,5,17,24,0,0,0,0
AA,2211,OKC,DFW,175,3,31,12,2008,60,69,19,10,21,14,0,0,9,0,10
AA,355,SAT,DFW,247,2,22,5,2007,65,82,15,-2,15,18,0,0,15,0,0
YV,1011,KOA,HNL,163,6,19,1,2008,40,43,21,18,5,7,0,0,0,0,21
B6,16,JFK,BUF,301,3,3,12,2008,104,84,20,40,1,31,3,0,0,0,17
B6,7,BUF,JFK,301,7,6,5,2007,85,96,86,75,5,21,0,0,86,0,0
NW,197,MSP,SJC,1576,1,17,5,2004,237,265,24,-4,8,17,0,0,24,0,0
B6,377,LGA,FLL,1076,5,10,6,2005,175,221,104,58,3,38,0,17,46,0,41
EV,4329,ATL,LEX,303,4,5,6,2003,90,87,52,55,2,18,52,0,0,0,0
AS,15,BOS,SEA,2496,2,23,9,2003,372,377,19,14,5,15,0,0,5,0,14
UA,1529,ORD,PHX,1440,3,28,2,2007,230,255,42,17,8,27,17,0,25,0,0
NW,429,MCO,DTW,957,7,4,12,2005,162,169,93,86,10,15,3,0,7,0,83
UA,724,SEA,DEN,1024,6,25,2,2006,150,160,23,13,30,9,0,0,10,0,13
WN,2131,MCI,LAS,1140,5,13,1,2006,180,175,45,50,5,7,9,0,0,0,36
DL,1168,SJC,ATL,2116,1,29,8,2005,271,273,21,19,6,11,16,0,2,0,3
TZ,576,HNL,PHX,2917,7,7,3,2004,344,347,22,19,5,22,0,0,3,19,0
OO,6149,LAX,PSP,110,5,27,6,2003,44,42,18,20,3,6,0,0,0,18,0
CO,1112,DCA,EWR,199,2,16,8,2005,85,106,116,95,6,60,0,0,116,0,0
DL,918,ATL,LGA,761,4,13,11,2008,149,169,42,22,11,16,6,0,20,0,16
MQ,3647,DFW,SGF,364,5,3,2,2006,73,80,42,35,3,21,35,0,7,0,0
US,323,CLT,FLL,631,2,8,8,2006,113,130,20,3,4,36,0,0,20,0,0
OH,5568,GSO,LGA,461,2,9,5,2006,105,115,35,25,5,24,0,0,35,0,0
MQ,3364,HOU,DFW,247,3,8,3,2006,67,74,30,23,5,7,0,0,7,0,23
YV,7437,SPI,ORD,174,1,3,3,2008,61,60,128,129,9,18,0,0,0,0,128
EV,4270,CAE,ATL,191,6,31,3,2007,63,74,36,25,21,10,25,0,11,0,0
EV,4477,PFN,ATL,247,2,29,8,2006,64,51,77,90,7,6,0,0,77,0,0
MQ,4204,ORD,OMA,416,4,27,3,2008,90,136,46,0,3,52,0,0,46,0,0
NW,542,DTW,LGA,501,1,2,4,2007,98,101,61,58,9,16,0,58,3,0,0
DL,1409,BDL,MCO,1050,3,13,8,2008,169,176,46,39,10,17,39,0,7,0,0
WN,538,LAS,MSY,1501,4,12,6,2008,205,200,59,64,4,25,4,0,0,0,55
DL,527,ATL,LGA,761,1,14,8,2006,137,138,16,15,14,22,15,0,1,0,0
AA,601,MCO,DFW,984,6,18,3,2006,176,249,76,3,57,12,0,0,76,0,0
MQ,4167,ORD,CMH,296,3,15,10,2008,75,66,36,45,4,14,0,0,0,0,36
WN,1135,BUR,SMF,358,5,17,8,2007,70,68,53,55,5,9,0,0,0,0,53
EV,4821,DFW,TUL,237,4,31,7,2003,75,76,35,34,5,14,0,0,1,0,34
CO,1545,CLE,IAH,1091,7,9,7,2006,180,149,28,59,5,13,0,0,0,0,28
